"Gene_Id","padj","logFC","Regulation"
"237487_at",0.035957,-1.5529408,"Downregulated"
"239579_at",0.036,2.4679758,"Upregulated"
"242771_at",0.036018,-1.7587502,"Downregulated"
"207104_x_at",0.036018,1.5421394,"Upregulated"
"234030_at",0.036085,-1.5991436,"Downregulated"
"215129_at",0.036085,-3.7088875,"Downregulated"
"203362_s_at",0.036085,1.2030017,"Upregulated"
"223723_at",0.036085,2.7740477,"Upregulated"
"210605_s_at",0.036128,1.4422409,"Upregulated"
"224973_at",0.036128,-1.3208221,"Downregulated"
"229952_at",0.03629,1.806493,"Upregulated"
"244076_at",0.036307,-2.0453557,"Downregulated"
"210807_s_at",0.036311,-1.7707994,"Downregulated"
"235827_at",0.036311,-1.0295849,"Downregulated"
"232243_at",0.036321,-2.0959992,"Downregulated"
"202528_at",0.036448,-1.2460451,"Downregulated"
"1564573_at",0.036448,-1.3048833,"Downregulated"
"234999_at",0.036448,-1.8111241,"Downregulated"
"232249_at",0.036448,1.5196737,"Upregulated"
"207074_s_at",0.036448,-1.541649,"Downregulated"
"219476_at",0.036562,-1.6395178,"Downregulated"
"244849_at",0.036571,2.2791142,"Upregulated"
"212909_at",0.036606,1.9226252,"Upregulated"
"235171_at",0.036606,-1.4331774,"Downregulated"
"1553945_at",0.036615,-1.2880917,"Downregulated"
"229168_at",0.036615,-1.8242392,"Downregulated"
"226828_s_at",0.036615,1.1059417,"Upregulated"
"205375_at",0.036615,1.2543619,"Upregulated"
"228141_at",0.036641,1.3017297,"Upregulated"
"1552421_a_at",0.036676,-2.0284254,"Downregulated"
"203240_at",0.036676,-3.1466816,"Downregulated"
"234104_at",0.036676,1.001825,"Upregulated"
"229598_at",0.036676,-1.2837841,"Downregulated"
"209839_at",0.036743,-1.2945496,"Downregulated"
"1570024_at",0.036772,-1.9916318,"Downregulated"
"221874_at",0.036909,-2.7923379,"Downregulated"
"238663_x_at",0.036909,-3.1358307,"Downregulated"
"226670_s_at",0.036965,1.0458879,"Upregulated"
"208482_at",0.036965,-1.7183111,"Downregulated"
"1557136_at",0.036965,-2.6220537,"Downregulated"
"1566576_at",0.036999,-2.1862057,"Downregulated"
"204311_at",0.037079,-1.0824527,"Downregulated"
"396_f_at",0.037091,-1.3269058,"Downregulated"
"243585_at",0.037128,-1.8771949,"Downregulated"
"1565862_a_at",0.037132,-1.370256,"Downregulated"
"244073_at",0.03725,-1.6404493,"Downregulated"
"216687_x_at",0.03726,-3.1976561,"Downregulated"
"1557826_at",0.037411,-1.6962022,"Downregulated"
"230397_at",0.037411,-1.0112224,"Downregulated"
"217824_at",0.037434,-1.0876247,"Downregulated"
"221785_at",0.037445,1.6026003,"Upregulated"
"204033_at",0.037464,1.1824624,"Upregulated"
"206002_at",0.037487,-3.861577,"Downregulated"
"213332_at",0.037522,-1.3190493,"Downregulated"
"206364_at",0.037602,1.332798,"Upregulated"
"1570506_at",0.037604,-1.2175791,"Downregulated"
"205243_at",0.037604,-2.3185447,"Downregulated"
"239541_at",0.037604,-1.4481176,"Downregulated"
"240207_at",0.037606,-1.3170337,"Downregulated"
"216613_at",0.037606,-1.5821083,"Downregulated"
"218585_s_at",0.037614,1.1509397,"Upregulated"
"228069_at",0.037614,1.1764889,"Upregulated"
"207859_s_at",0.037659,-1.2969366,"Downregulated"
"228878_s_at",0.037683,-1.6737299,"Downregulated"
"213716_s_at",0.037738,-1.098355,"Downregulated"
"237086_at",0.037738,-1.3564478,"Downregulated"
"221392_at",0.037738,-1.2207761,"Downregulated"
"240200_at",0.03779,-2.4978623,"Downregulated"
"205800_at",0.037864,-1.2310024,"Downregulated"
"1556160_a_at",0.037874,-1.0556095,"Downregulated"
"226891_at",0.037874,2.0173635,"Upregulated"
"1567702_at",0.037874,-1.9488881,"Downregulated"
"239927_at",0.037874,-1.2524478,"Downregulated"
"237397_at",0.037913,-1.9420689,"Downregulated"
"236335_at",0.037913,1.1002256,"Upregulated"
"221413_at",0.037913,-1.035089,"Downregulated"
"204641_at",0.037913,1.661343,"Upregulated"
"1552673_at",0.037913,-3.028721,"Downregulated"
"229600_s_at",0.037952,-1.6556996,"Downregulated"
"241866_at",0.037963,-1.5533471,"Downregulated"
"222262_s_at",0.037974,-1.3108861,"Downregulated"
"227015_at",0.037987,-1.289502,"Downregulated"
"229185_at",0.038236,-1.9455177,"Downregulated"
"227071_at",0.038258,-1.421624,"Downregulated"
"240792_at",0.038278,-1.2149509,"Downregulated"
"210239_at",0.038325,-2.0210654,"Downregulated"
"228036_s_at",0.038392,-1.1980039,"Downregulated"
"214279_s_at",0.03843,-1.0190557,"Downregulated"
"226612_at",0.03843,-1.9922355,"Downregulated"
"219230_at",0.038516,-1.9905176,"Downregulated"
"1569290_s_at",0.038516,-2.810497,"Downregulated"
"222097_at",0.038545,1.3941999,"Upregulated"
"1560495_at",0.038738,-1.9272524,"Downregulated"
"47550_at",0.038743,1.1459855,"Upregulated"
"224115_at",0.038743,-1.7264524,"Downregulated"
"217127_at",0.038743,-1.0479732,"Downregulated"
"201251_at",0.038831,1.1217714,"Upregulated"
"217090_at",0.038831,-1.0194193,"Downregulated"
"215443_at",0.038831,-2.121056,"Downregulated"
"216973_s_at",0.038831,1.6966008,"Upregulated"
"223876_at",0.038837,-1.2597141,"Downregulated"
"226363_at",0.038837,-1.0184684,"Downregulated"
"244472_at",0.038837,1.750267,"Upregulated"
"207222_at",0.038837,-1.7822422,"Downregulated"
"243890_at",0.038837,-1.1363365,"Downregulated"
"1552478_a_at",0.038949,-1.2442811,"Downregulated"
"227235_at",0.038949,1.3885455,"Upregulated"
"1554970_at",0.038949,-3.3411104,"Downregulated"
"226980_at",0.038969,1.4883701,"Upregulated"
"232656_at",0.039079,-1.233581,"Downregulated"
"229947_at",0.039096,2.5552559,"Upregulated"
"209987_s_at",0.039131,-2.1099331,"Downregulated"
"240857_at",0.039135,-1.7693597,"Downregulated"
"214696_at",0.039177,-1.1072069,"Downregulated"
"236442_at",0.039239,-1.1644666,"Downregulated"
"229496_at",0.039252,-1.3973586,"Downregulated"
"1552915_at",0.039263,-1.9662234,"Downregulated"
"217084_at",0.039397,-2.2587086,"Downregulated"
"244057_s_at",0.039397,1.4178066,"Upregulated"
"226960_at",0.039397,-4.5767858,"Downregulated"
"219725_at",0.039397,1.7313892,"Upregulated"
"230381_at",0.039397,-1.2192579,"Downregulated"
"206091_at",0.039397,1.1136071,"Upregulated"
"1554768_a_at",0.039397,1.2841909,"Upregulated"
"1555292_at",0.039438,1.0687026,"Upregulated"
"233932_at",0.039492,-1.7475272,"Downregulated"
"207828_s_at",0.03962,1.3025633,"Upregulated"
"1553600_at",0.03962,-2.2054527,"Downregulated"
"1557218_s_at",0.03962,1.5527922,"Upregulated"
"223789_s_at",0.03962,-1.5975226,"Downregulated"
"230071_at",0.03962,1.0463516,"Upregulated"
"242895_x_at",0.03962,-1.3753703,"Downregulated"
"209160_at",0.039678,-1.4350721,"Downregulated"
"220831_at",0.039678,-2.0625833,"Downregulated"
"224348_s_at",0.039678,2.2003803,"Upregulated"
"207392_x_at",0.039678,-2.6915001,"Downregulated"
"220727_at",0.039817,-1.5475324,"Downregulated"
"213147_at",0.039826,2.3819133,"Upregulated"
"234313_at",0.039865,-1.0502861,"Downregulated"
"234878_at",0.039865,-1.8377064,"Downregulated"
"212942_s_at",0.039879,3.3508089,"Upregulated"
"1562301_at",0.039892,-2.579841,"Downregulated"
"1553798_a_at",0.039983,-2.3781279,"Downregulated"
"206952_at",0.039998,-2.2448428,"Downregulated"
"220047_at",0.040052,-1.2998641,"Downregulated"
"1556666_a_at",0.040076,-1.8509136,"Downregulated"
"207761_s_at",0.040076,-1.8950324,"Downregulated"
"219011_at",0.040076,1.5773809,"Upregulated"
"1569380_a_at",0.040076,-1.5285605,"Downregulated"
"227226_at",0.040086,-1.5777132,"Downregulated"
"210510_s_at",0.040109,1.3831909,"Upregulated"
"238628_s_at",0.040109,-1.0406916,"Downregulated"
"1556586_x_at",0.040112,-1.0296525,"Downregulated"
"202972_s_at",0.040129,-1.0312614,"Downregulated"
"202879_s_at",0.040166,-1.4412438,"Downregulated"
"232065_x_at",0.0402,1.1175585,"Upregulated"
"236385_at",0.040231,-1.6940775,"Downregulated"
"231166_at",0.040258,-2.7535465,"Downregulated"
"221166_at",0.040273,-1.7503661,"Downregulated"
"208394_x_at",0.040279,1.2503375,"Upregulated"
"231168_at",0.040297,-1.0195322,"Downregulated"
"236419_at",0.040317,-1.5363717,"Downregulated"
"208260_at",0.040317,-1.4963343,"Downregulated"
"242228_at",0.040394,1.1356395,"Upregulated"
"205505_at",0.040414,-1.1507188,"Downregulated"
"242601_at",0.040522,-2.8592891,"Downregulated"
"220745_at",0.040522,-1.9881011,"Downregulated"
"244343_at",0.040548,-1.4131934,"Downregulated"
"229854_at",0.040555,-1.0161995,"Downregulated"
"219140_s_at",0.040594,1.7707905,"Upregulated"
"1565131_x_at",0.040596,-1.2088413,"Downregulated"
"224240_s_at",0.040597,-1.4685381,"Downregulated"
"1555557_a_at",0.040773,1.4971621,"Upregulated"
"1555963_x_at",0.040842,-1.5180188,"Downregulated"
"1556055_at",0.040842,1.110103,"Upregulated"
"1553808_a_at",0.040842,-1.8590206,"Downregulated"
"215237_at",0.040865,1.9131424,"Upregulated"
"239631_at",0.040884,-1.5191298,"Downregulated"
"241767_at",0.040988,-1.2797988,"Downregulated"
"1563405_at",0.040988,-2.136344,"Downregulated"
"233240_at",0.041011,-2.027002,"Downregulated"
"207017_at",0.041084,-2.8507867,"Downregulated"
"217590_s_at",0.041107,-2.0606389,"Downregulated"
"237804_at",0.041119,-1.6956745,"Downregulated"
"226844_at",0.041119,-1.0540828,"Downregulated"
"242871_at",0.041119,-1.5181317,"Downregulated"
"231491_at",0.041119,-1.4299019,"Downregulated"
"218469_at",0.041119,1.5135115,"Upregulated"
"1566647_s_at",0.041119,-1.6202692,"Downregulated"
"1556996_at",0.041136,-2.197079,"Downregulated"
"1556994_at",0.041149,-1.4499792,"Downregulated"
"225345_s_at",0.041157,1.7297524,"Upregulated"
"243018_at",0.041175,1.1339262,"Upregulated"
"216298_at",0.041212,-2.1247155,"Downregulated"
"214123_s_at",0.04125,1.6624143,"Upregulated"
"217288_at",0.041267,-1.2816569,"Downregulated"
"207731_at",0.041374,-1.9803364,"Downregulated"
"239618_at",0.041404,-1.282627,"Downregulated"
"243515_at",0.041404,-1.2484596,"Downregulated"
"214779_s_at",0.041408,-1.0238154,"Downregulated"
"206805_at",0.041425,1.2384926,"Upregulated"
"1562162_at",0.041425,-1.1895863,"Downregulated"
"205240_at",0.041425,1.0723505,"Upregulated"
"204490_s_at",0.041551,1.1248231,"Upregulated"
"242967_at",0.041558,-1.5690895,"Downregulated"
"206844_at",0.04158,-4.0148564,"Downregulated"
"228528_at",0.041636,-1.6090096,"Downregulated"
"1564803_at",0.041653,-1.2845728,"Downregulated"
"206068_s_at",0.04169,-2.5618678,"Downregulated"
"1568648_a_at",0.04169,-2.1907083,"Downregulated"
"229030_at",0.041718,-2.7136139,"Downregulated"
"232855_at",0.041719,-1.9919722,"Downregulated"
"208142_at",0.041793,-2.0751448,"Downregulated"
"225807_at",0.041793,1.2473922,"Upregulated"
"1553734_at",0.041839,-1.1083769,"Downregulated"
"1556980_at",0.041839,-1.173051,"Downregulated"
"1559394_a_at",0.041839,-1.3728346,"Downregulated"
"211652_s_at",0.041839,-1.0689077,"Downregulated"
"231083_at",0.041839,-1.4065915,"Downregulated"
"1557908_at",0.041847,-1.0109228,"Downregulated"
"211843_x_at",0.041847,-1.3716541,"Downregulated"
"215647_at",0.041888,-1.5208104,"Downregulated"
"241050_at",0.041968,-1.0256598,"Downregulated"
"1562671_s_at",0.042013,-1.004249,"Downregulated"
"233725_at",0.042013,-1.0264578,"Downregulated"
"231113_at",0.042013,1.772632,"Upregulated"
"216291_at",0.042092,-2.2092601,"Downregulated"
"229764_at",0.042092,1.9041954,"Upregulated"
"224096_at",0.042307,-1.382514,"Downregulated"
"204779_s_at",0.042406,1.7424028,"Upregulated"
"218468_s_at",0.042481,1.5684686,"Upregulated"
"237715_at",0.042501,-1.873505,"Downregulated"
"240460_at",0.042536,2.4787557,"Upregulated"
"233033_at",0.042542,-1.705817,"Downregulated"
"244213_at",0.042547,-1.7866636,"Downregulated"
"1554158_at",0.042586,1.3462136,"Upregulated"
"220356_at",0.042586,1.7291765,"Upregulated"
"215255_at",0.042643,1.2672204,"Upregulated"
"210575_at",0.042698,-1.877689,"Downregulated"
"209714_s_at",0.042725,1.1006357,"Upregulated"
"211668_s_at",0.042775,1.1149614,"Upregulated"
"235266_at",0.042825,1.2293625,"Upregulated"
"220923_s_at",0.042825,-1.5450574,"Downregulated"
"1555236_a_at",0.042846,-5.2810514,"Downregulated"
"1558174_at",0.042963,-1.4560675,"Downregulated"
"212592_at",0.042963,-2.6723054,"Downregulated"
"243793_at",0.042995,-1.7083174,"Downregulated"
"1564251_at",0.043024,-1.8517982,"Downregulated"
"211166_at",0.04307,-1.5613136,"Downregulated"
"233774_at",0.043075,-1.8100812,"Downregulated"
"201242_s_at",0.043143,-1.0738351,"Downregulated"
"216543_at",0.043187,-1.91332,"Downregulated"
"231982_at",0.043212,-2.38014,"Downregulated"
"242929_at",0.043231,-1.4432147,"Downregulated"
"1562066_at",0.043333,-1.9925885,"Downregulated"
"206121_at",0.043333,-2.6752375,"Downregulated"
"215563_s_at",0.043333,-1.8201273,"Downregulated"
"240647_at",0.043352,-1.4625125,"Downregulated"
"216775_at",0.043357,-1.0401438,"Downregulated"
"232178_at",0.043357,-2.0131139,"Downregulated"
"236963_at",0.043396,-1.0867559,"Downregulated"
"204988_at",0.043396,-2.9593966,"Downregulated"
"237892_at",0.043396,-1.5041386,"Downregulated"
"236655_at",0.043448,-1.1133894,"Downregulated"
"215042_at",0.043448,-1.8562011,"Downregulated"
"207874_s_at",0.043503,1.9648045,"Upregulated"
"214253_s_at",0.043516,-1.0341279,"Downregulated"
"237922_at",0.043516,-1.2872302,"Downregulated"
"1556014_at",0.043516,-2.0138352,"Downregulated"
"239483_at",0.043516,-1.1766754,"Downregulated"
"1565603_at",0.043516,-1.0608452,"Downregulated"
"238282_at",0.043516,-1.9174364,"Downregulated"
"205379_at",0.043645,1.0858711,"Upregulated"
"1554301_at",0.043696,-2.2926031,"Downregulated"
"1570430_at",0.043696,-2.2142212,"Downregulated"
"1552365_at",0.043696,-2.264806,"Downregulated"
"219229_at",0.043772,1.018411,"Upregulated"
"223381_at",0.043868,1.4813118,"Upregulated"
"217405_x_at",0.043989,-1.0242377,"Downregulated"
"205560_at",0.044001,1.3920249,"Upregulated"
"1562762_at",0.044027,-1.3828274,"Downregulated"
"217183_at",0.044027,-1.8611385,"Downregulated"
"222314_x_at",0.04404,1.7950427,"Upregulated"
"230030_at",0.044075,2.5406532,"Upregulated"
"204926_at",0.044232,1.9073366,"Upregulated"
"1560870_a_at",0.044232,-1.5109451,"Downregulated"
"201615_x_at",0.044232,1.2520048,"Upregulated"
"236970_s_at",0.044232,-1.2713543,"Downregulated"
"215323_at",0.044333,1.2991867,"Upregulated"
"1552448_a_at",0.044341,-2.5985093,"Downregulated"
"228565_at",0.044341,-1.0727725,"Downregulated"
"218899_s_at",0.044452,-2.0020226,"Downregulated"
"241743_at",0.044514,-1.6758597,"Downregulated"
"228893_at",0.044555,-1.7094643,"Downregulated"
"237858_s_at",0.044563,1.1913413,"Upregulated"
"225286_at",0.044563,-1.0523596,"Downregulated"
"1553865_a_at",0.044629,-1.2566458,"Downregulated"
"1552911_at",0.044775,-2.3130333,"Downregulated"
"230876_at",0.044779,1.8024994,"Upregulated"
"216586_at",0.044781,-1.2755718,"Downregulated"
"239344_at",0.044841,-1.9430682,"Downregulated"
"235974_at",0.044901,-1.062537,"Downregulated"
"237749_at",0.044901,-1.4800193,"Downregulated"
"236445_at",0.044911,-1.497238,"Downregulated"
"209950_s_at",0.044931,-2.0766999,"Downregulated"
"219856_at",0.045048,-1.1968177,"Downregulated"
"226817_at",0.045048,-1.0006164,"Downregulated"
"207840_at",0.045091,-1.3981111,"Downregulated"
"1553713_a_at",0.045091,1.7237271,"Upregulated"
"236741_at",0.045091,3.0323003,"Upregulated"
"209301_at",0.045189,-3.0384191,"Downregulated"
"209356_x_at",0.045192,1.1344948,"Upregulated"
"222020_s_at",0.045192,1.3714941,"Upregulated"
"241629_at",0.045192,-1.4525411,"Downregulated"
"214601_at",0.045198,-2.205126,"Downregulated"
"1558420_at",0.045248,-1.5009426,"Downregulated"
"1555053_at",0.045248,-1.1272218,"Downregulated"
"218009_s_at",0.045248,1.2565384,"Upregulated"
"1555737_a_at",0.04528,-1.0014095,"Downregulated"
"221385_s_at",0.045302,1.2078897,"Upregulated"
"206209_s_at",0.045387,-1.6411207,"Downregulated"
"224646_x_at",0.04542,3.0960779,"Upregulated"
"219000_s_at",0.045428,1.1663731,"Upregulated"
"204351_at",0.045428,-2.0449914,"Downregulated"
"235373_at",0.045428,-1.0407385,"Downregulated"
"205339_at",0.045505,1.2732006,"Upregulated"
"233504_at",0.045549,-1.5782553,"Downregulated"
"203014_x_at",0.045604,-1.034729,"Downregulated"
"207057_at",0.045604,-2.0063539,"Downregulated"
"207503_at",0.045645,-1.3817039,"Downregulated"
"1566740_at",0.045706,-1.2039297,"Downregulated"
"1552870_s_at",0.045815,-3.3234305,"Downregulated"
"217333_at",0.045829,-1.4030819,"Downregulated"
"220126_at",0.045829,-1.2282822,"Downregulated"
"1563003_at",0.045829,-1.2985905,"Downregulated"
"228729_at",0.045843,1.1680015,"Upregulated"
"1563005_at",0.04589,-1.4299741,"Downregulated"
"204337_at",0.04589,1.4909188,"Upregulated"
"1561394_s_at",0.046031,1.718141,"Upregulated"
"205261_at",0.046031,-4.3454447,"Downregulated"
"1557472_a_at",0.046031,-1.4322442,"Downregulated"
"1553199_at",0.046031,-1.5017917,"Downregulated"
"1554528_at",0.046152,-1.5867098,"Downregulated"
"1564965_at",0.0462,-1.345688,"Downregulated"
"214660_at",0.046237,1.0550218,"Upregulated"
"239195_at",0.046253,-1.6310927,"Downregulated"
"208334_at",0.046279,-2.2331483,"Downregulated"
"212091_s_at",0.046279,1.6433699,"Upregulated"
"228401_at",0.046293,1.0338869,"Upregulated"
"202859_x_at",0.046293,2.4027565,"Upregulated"
"221655_x_at",0.046307,-1.1076335,"Downregulated"
"215034_s_at",0.046323,1.3916918,"Upregulated"
"225790_at",0.046411,1.2052012,"Upregulated"
"229693_at",0.046411,-1.2950059,"Downregulated"
"204509_at",0.046481,-1.4283103,"Downregulated"
"1567257_at",0.046523,-1.781916,"Downregulated"
"1570064_at",0.046523,-1.1271209,"Downregulated"
"204719_at",0.046524,-2.6912186,"Downregulated"
"233143_at",0.046612,-1.9805256,"Downregulated"
"234585_at",0.046758,-1.3944018,"Downregulated"
"242870_at",0.046778,-1.1546347,"Downregulated"
"234909_at",0.046875,-1.4115319,"Downregulated"
"1554677_s_at",0.046875,-1.0071439,"Downregulated"
"241418_at",0.046875,-1.4802859,"Downregulated"
"229331_at",0.046875,-1.1787809,"Downregulated"
"1555800_at",0.046949,-3.2064691,"Downregulated"
"226492_at",0.046949,-1.3983023,"Downregulated"
"1560588_at",0.046949,1.5241721,"Upregulated"
"210951_x_at",0.046949,-1.7243304,"Downregulated"
"227134_at",0.046949,-1.069808,"Downregulated"
"216188_at",0.046949,-1.7299716,"Downregulated"
"235155_at",0.046949,-1.1634293,"Downregulated"
"231360_at",0.046992,-1.4853624,"Downregulated"
"202825_at",0.047003,-1.0815392,"Downregulated"
"201292_at",0.047024,1.5931461,"Upregulated"
"230165_at",0.047042,1.0346229,"Upregulated"
"228302_x_at",0.047084,3.1740365,"Upregulated"
"239587_at",0.047128,-1.1194568,"Downregulated"
"234372_at",0.047158,-1.5820209,"Downregulated"
"1558199_at",0.047163,1.6721043,"Upregulated"
"202793_at",0.047163,-1.0969535,"Downregulated"
"214470_at",0.047224,-1.4967302,"Downregulated"
"1553352_x_at",0.047258,-1.1249761,"Downregulated"
"240138_at",0.047267,-1.1717133,"Downregulated"
"236415_at",0.047302,-1.5034607,"Downregulated"
"202565_s_at",0.047373,1.0630727,"Upregulated"
"244652_at",0.047526,-1.093052,"Downregulated"
"211555_s_at",0.047582,1.0020707,"Upregulated"
"1553423_a_at",0.047594,-1.1678048,"Downregulated"
"228844_at",0.047597,-1.1157209,"Downregulated"
"217676_at",0.047639,-1.4184385,"Downregulated"
"224710_at",0.047802,1.0317386,"Upregulated"
"221202_at",0.047802,-2.2092407,"Downregulated"
"239580_at",0.047818,1.4026103,"Upregulated"
"205978_at",0.047818,-1.087939,"Downregulated"
"226248_s_at",0.047885,-3.7732883,"Downregulated"
"243502_at",0.047905,1.8655788,"Upregulated"
"237985_at",0.047928,-1.8783622,"Downregulated"
"215126_at",0.047983,-2.4128246,"Downregulated"
"232173_at",0.048017,-1.3475414,"Downregulated"
"201809_s_at",0.048017,1.3088015,"Upregulated"
"216584_at",0.048066,-1.6924195,"Downregulated"
"221179_at",0.048066,-1.8516119,"Downregulated"
"232957_x_at",0.04807,-1.1393845,"Downregulated"
"1560059_at",0.04807,-1.0575747,"Downregulated"
"1553457_at",0.048276,-1.5609499,"Downregulated"
"241287_x_at",0.048306,-1.1902759,"Downregulated"
"240414_at",0.048334,-1.520909,"Downregulated"
"203234_at",0.048367,1.1981895,"Upregulated"
"1556012_at",0.048367,-2.1017101,"Downregulated"
"211470_s_at",0.04845,-2.7478478,"Downregulated"
"1570621_at",0.048488,-1.4243354,"Downregulated"
"1552903_at",0.048516,-1.5597929,"Downregulated"
"207151_at",0.048544,-1.2478464,"Downregulated"
"236430_at",0.048565,-3.2309436,"Downregulated"
"1555856_s_at",0.048566,-1.794811,"Downregulated"
"202954_at",0.048584,1.5908513,"Upregulated"
"210708_x_at",0.048614,-1.430217,"Downregulated"
"221097_s_at",0.048683,-1.7911418,"Downregulated"
"218542_at",0.048712,1.1386677,"Upregulated"
"219551_at",0.048736,-1.2922317,"Downregulated"
"1554003_at",0.048737,-1.1419659,"Downregulated"
"210289_at",0.048816,-1.9757373,"Downregulated"
"228168_at",0.048921,-1.000533,"Downregulated"
"230003_at",0.048921,-1.9583476,"Downregulated"
"231097_at",0.048921,1.536865,"Upregulated"
"228502_at",0.048928,-1.7851852,"Downregulated"
"215350_at",0.048969,-1.5330285,"Downregulated"
"220357_s_at",0.048969,-1.1306381,"Downregulated"
"216841_s_at",0.048969,1.4307502,"Upregulated"
"1552797_s_at",0.048975,-2.1847488,"Downregulated"
"1554333_at",0.048975,1.1192005,"Upregulated"
"1557457_at",0.049038,-1.8378995,"Downregulated"
"229440_at",0.049052,-1.727705,"Downregulated"
"233109_at",0.049108,1.6234958,"Upregulated"
"1555801_s_at",0.049158,-2.3062625,"Downregulated"
"211279_at",0.04921,-1.305839,"Downregulated"
"1553572_a_at",0.04921,-1.2677317,"Downregulated"
"1558683_a_at",0.04921,-1.4493274,"Downregulated"
"204750_s_at",0.049243,-1.064626,"Downregulated"
"1560630_at",0.049278,-1.8534995,"Downregulated"
"1567390_at",0.049295,-1.4076545,"Downregulated"
"211232_x_at",0.049318,-1.4970844,"Downregulated"
"203744_at",0.049318,1.3989418,"Upregulated"
"220433_at",0.049318,-2.19313,"Downregulated"
"204162_at",0.049364,1.2182748,"Upregulated"
"235239_at",0.049429,1.5136407,"Upregulated"
"219636_s_at",0.049533,1.3771261,"Upregulated"
"1569208_a_at",0.049533,-1.0162543,"Downregulated"
"214147_at",0.049533,-1.4844178,"Downregulated"
"204561_x_at",0.049533,2.3569137,"Upregulated"
"225782_at",0.049533,1.101679,"Upregulated"
"206030_at",0.049533,-1.8454922,"Downregulated"
"238702_at",0.049533,-1.6367178,"Downregulated"
"228642_at",0.049678,1.1132059,"Upregulated"
"218759_at",0.049705,1.0193552,"Upregulated"
"205049_s_at",0.049705,-2.3092323,"Downregulated"
"201853_s_at",0.049767,1.3101104,"Upregulated"
"208037_s_at",0.049767,-1.4692897,"Downregulated"
"243799_x_at",0.049781,-2.5342622,"Downregulated"
"238455_at",0.049799,1.1389398,"Upregulated"
"230469_at",0.049802,1.371324,"Upregulated"
"243831_at",0.049867,-1.413091,"Downregulated"
"219701_at",0.049974,1.6335943,"Upregulated"
"1559093_at",0.049974,-1.5155671,"Downregulated"
